,sentence,sentiment,sentimentprob
232,Решил стать клиентом банка,?,0.37075768302927337
233,"У меня была всегда хорошая Кредитная история, до знакомства с этим банком! Решили приобрести в Икее товар в «рассрочку»! Мне сказали 6 месяцев без процентов рассрочка, обрадовалась подала заявку одобрили карту на 60 тыс",?,0.4350705461097785
234,"Самый худший банк в моей жизни! 05.05.22 пополнил карту халва, чтобы потратить 10к рублей (условия по кредиту, чтобы не платить проценты) 06.05.22 пошел в магазин и с удивления для себя не смог произвести оплату, далее пришла смс о том, что карта...",−,0.8428846044444863
235,"Обратился в Сбербанк с проблемой, магазин Связной сделал отмену возврата и списали мои личные деньги, обратился в связной, они сказали, что ошибка и выплатили деньги обратно, но денежные средства так и не поступили",−,0.7074105191318407
236,Постоянный клиент банка,−,0.593003565114408
237,"Здравствуйте, за февраль 2022 года до сих пор Газпромбанк не начислил кэшбек, хотя до этого ежемесячно начислялся без проблем , непонятно почему сейчас возникла с этим проблема , а вдвойне неприятно , т.к траты были в течение месяца большие и я...",−,0.9080226288135257
238,Начал пользоваться Тинькофф банком некоторое время назад,−,0.43018910019274637
239,Очень благодарен сотрудникам банка за быстрое и положительное решение моей проблемы,+,0.9448396153206959
240,"Являюсь клиентом банка не так давно, почти год, но за это время уже сложилось кое-какое впечатление о банке, и оно - положительное",+,0.6129515413546356
241,20.07.2022г,−,0.4552262195471725
242,Хочу поблагодарить К,+,0.9614103605289429
243,"Обратился с ситуацией о нелогичном списании комиссии за покупку в сторонних (не партнёрских) пунктах продаж , без подключения ""все и везде"" допуслуги как выяснилось, хотя я думал она подключена одновременно с основной услугой ""халва десятка""",−,0.535676131084119
244,"Очень много заслуженного и честного негатива в адрес ТБ: проблемы не решаются по полгода, необоснованные блокировки, не работающие карты, обман с условиями и неадекватная поддержка",−,0.782945295052198
245,Обратились в отделение г,?,0.44787399566456154
246,"Здравствуйте, была сделка без использования ипотеки через Сбербанк",−,0.5459522133139056
247,"Здраствуйте, сегодня 25.07.2022 С 21-30 2 оператора Ольга и Виктория, отказывались принять претензию на технические сбои и не корректно отображающие операции за 2021 год",−,0.6367523152054798
248,Всегда являлся сторонником Тинькофф банка и в целом их экосистемы (например Каско и Осаго также в Тинькофф) - даже по моим отзывам на банки.ру это понятно,+,0.771270831162474
249,"Из-за ошибки сотрудника кол центра банка мне начислены проценты и утрачен льготный период, т.к",−,0.7940252596967253
250,"Бонусная программа Сбербанка ""Спасибо"" Долгое время пользовался Бонусами ""Спасибо"" от Сбербанка (далее Бонусы и СБ соответственно), то что маленький % основных начислений тоже устраивало (потихоньку накапливались), но с осени 2020 года Бонусы...",?,0.5038153269421508
251,"Оформила кредит через приложение, кредит одобрен",+,0.6731348966149365
252,18 февраля обратился в отделение г.Воронежа.очереди не было,−,0.5374276330504674
253,"Самый отстойный банк из тех, с которыми сталкивался",+,0.5314800184649494
254,Добрый день! 24.04.22 оформила через приложение МТС банка кредит наличными,+,0.49676147466302123
255,Понадобилась справка с реквизитами карты,?,0.5551203995912181
256,Сегодня 10.07.2022 г воспользовалась картой Халва,−,0.40635697868412385
257,"Купившись на обещания банка о льготном обслуживании, я перевел свою зарплату в ВТБ и выпустил зарплатную карту",−,0.4186841753273682
258,"20 марта сделал попытку дистанционного открытия вклада ""Пополняемый""",?,0.483392140976013
259,"Добрый день, вообщем обслуживанием данного банка доволен, но постоянно какие то проблемы 1) хотел сменить номер привязанный к мобильному приложению, находясь в другом регионе так оказывается это можно сделать лишь в одном банкомате, в других...",−,0.6616402279425504
260,"Не удалось установить мобильное приложение, тк в плэй маркете андроида его нет",−,0.7694944343789101
261,"Здравствуйте! У меня в тинькофф банке (с премиальной подпиской, стоимостью 2к в месяц) в последнее время был персональный менеджер Светлана Г-ва",−,0.3908097466594456
262,Хочу поделиться отзывом о Хоум Кредит Банке,+,0.5407779354190798
263,"Появилась надобность сделать мне электронную подпись, заказал в Совкомбанке, оплатил 17.08.2022",?,0.5743027737680944
264,Здравствуйте! Я являюсь должником(счета арестованы),−,0.5258584311202754
265,"20.06.22 поступила СМС, от  ВТБ  что у меня изменен телефон для онлайн покупок по карте, так как мошенников сейчас развелось тьма, я конечно не поверила данной СМС так как телефон в ВТБ можно поменять только при личном визите, но на всякий случай...",?,0.6001553385850924
266,"И увидел я тарифы банка, и было это хорошо! Решил открыть счет в данном банке - созвон, договорились о встрече",?,0.48562637026972927
267,"Я достаточно лояльно отношусь в этому банку и умею обходить стандартные сложности во взаимодействии с ним, по возможности избегая общения с Ситифоном",+,0.4568563982279585
268,"Добрый день! Думала этот вопрос решается быстро, в связи с изменением паспортных данных обратилась в банк, там сотрудница сделала ксерокопию моего паспорта, заполнила анкету и отпустила, я подумала какой быстрый сервис, и поставила оценку 5 в...",+,0.511251168038319
269,"В сентябре 2021 года, я обратилась в Тинькофф банк, чтоб открыть карту Джуниор для ребенка",?,0.5527143083917474
270,"25 декабря 2021 я зашёл в приложение альфа-банка и начал искать условия перевода по кредитной карте, и нашёл пункт в котором на снятие наличных как и переводы приравнены, и на них у меня без комиссии согласно тарифу 50.000 рублей",+,0.5584873014456746
271,Научите свой персонал умению работать и не тратить время клиента,−,0.8808808041642678
272,"8 апреля 2022 года я совершила денежный перевод по СБП из Совкомбанка себе в Экспобанк, деньги успешно ушли, но не пришли",?,0.4446021732463339
273,"30.09.2022 в 09:18 я воспользовалась банкоматом Газпромбанка, расположенного по адресу Свердловская область, город Нижний Тагил, Октябрьский проспект, 18 для снятия наличных 40 000 рублей с карты банка Открытие",?,0.5071428766468793
274,"Здравствуйте!  Давно являюсь клиентом Тинькофф банка и никогда ранее не имел никаких нареканий к его работе, однако вынужден изменить свое мнение и высказать крайне негативное отношение к деятельности банка в настоящее время...",−,0.7402901038526215
275,"Настойчивые работники Сбербанка уговорили меня подключиться к ""Сбербанк премьер""",−,0.8424584608964986
276,Договор от 21.10.21 №******0708 Интересно стало с момента одобрения,?,0.6801767334179984
277,Нахожусь за границей,+,0.5530672122422249
278,Здравствуйте! 1,−,0.7796726534262488
279,"""Прекрасный Банк""",−,0.6241939840822439
280,"Добрый день! Являюсь клиентов банка очень давно, имею все основные продукты банка - дебетовая, кредитная карты + инвестиции, покупал страховки и т.д",+,0.4355882280754963
281,Хочу выразить благодарность за высокий уровень компетенции сотрудникам офиса города Малоярославец,+,0.9777846882130796
282,Пока особых проблем с банком не испытываю,−,0.49910919736200454
283,Здравствуйте! 21 августа 2021 г,?,0.4696146465151306
284,"Редко пишу негативные отзывы, но ПАО ""Сбербанк"" бьет все рекорды",−,0.44997065321070223
285,"Лучший менеджер который может только быть для меня в бизнесе ! Пунктуален , делает даже то что обещал месяцем ранее и именно в тот день и час как и обещал ! Решает вопросы быстро четко и разумеется с тем условием что устаревает его клиента !...",+,0.8175877302276341
286,Прошу  руководство  сбербанка  рассмотреть вопрос об отношении некоторых сотрудников к клиентам сбербанка,−,0.9397899005828253
287,Не советую вообще открывать озон карту,−,0.9411015927319291
288,"Все что касается удалённого обслуживания, кажется что с клиентами общаются кто попало, но точно не сотрудники представляющие организацию",−,0.5865710336071954
289,"Здравствуйте, хочу рассказать вам о том как работает отдел по совместной доставке",−,0.6488570640998799
290,15.07.22 Решила получить кэшбек за покупку билетов через приложение Тинькофф,+,0.6438005534988291
291,Очень оперативная и результативная работа сотрудников Тинькофф банка,+,0.8410978722686987
292,"Здравствуйте!  Хочу написать отзыв о том, как отвечает клиенту сотрудник ДомКлик через ВК",−,0.6453628258625043
293,"Я прекрасно представляю что банк мне ответит стандартной отпиской, мне придется заплатить, и ничего не поменяется",−,0.8302706197405243
294,Заключил сделку по продаже своего земельного участка через распиаренный сберовский сервис сопровождения сделки и безопасных расчетов ДомКлик,+,0.5172872735780325
295,"Огромная благодарность сотрудникам банка Совкомбанк! Деньги с которыми я уже распрощалась вернулись ко мне, что может быть приятнее",−,0.5474137330548601
296,"Пытаюсь оформить возврат средств от иностранного магазина, просто шлют отписками, хотя другие банки деньги возвращают, на мой взгляд и не только на мой, банк просто не хочет разбираться в проблеме",−,0.9164155644823556
297,8.07 открыла эскроу счёт для ипотеки в МКБ,?,0.43376924861791727
298,"Оформил мультикарту втб по акции 5 октября, получил и сделал первую покупку 7 октября",?,0.6208918857961727
299,"В декабре месяце, через мобильное приложение супруги, закрыл кредитную карту и счет",?,0.3611678240076776
300,Добрый день! Хочу оставить свой отзыв об МТС Банке и его сотруднице Ирине,−,0.5625703535983145
301,"Не удается перевести деньги с долларового счета При переводе между своими счетами или при снятии денег с банкомата, выдает ошибку: ""По техническим причинам сервис временно недоступен",−,0.8590165240399079
302,"Большая проблема забрать вклад, и получить проценты по вкладу, списываются начисленные проценты за снятие средств, которые я не снимала с данного вклада",−,0.5602856199836607
303,Несколько недель по выходным поступают звонки с автоматической рекламой от данного банка,−,0.5238121385588992
304,"Клиентом банка являюсь 4 года, имеется только дебетка, до недавнего времени проблем не возникало, но стоило связаться с офисом банка и показался явный слив",?,0.5297769918073546
305,По рекламе в Инстаграм привлекла карта с кэшбэком на коммуналку,?,0.4823076276386758
306,Сделайте уже наконец один единственный банкомат в селе Манычское,−,0.6328789419831519
307,"Пользуюсь услугами банка Совком и его картой ""Халва"" с 2018 года",+,0.5865138899520418
308,16.08.2022г мной был открыт Киви кошелёк,?,0.486144891010569
309,"Являюсь 10 лет клиентом банка ВТБ, столкнулся с проблемой-невозможно воспользоваться мультибонусами ВТБ",−,0.45227414185517234
310,"Итак, счёт зарегистрировал в Озон.Счёт (Еком банк) 13 июня",−,0.447088227168842
311,"Беспомощный банк в 21 веке не в состоянии отменить по просьбе клиента платёж, совершённый пару минут назад",−,0.7941875828079525
312,"В середине апреля 2022 года забрал с почты письмо из Москвы, в котором было уведомление о привлечении ООО ""Национальная служба взыскания"" для осуществления взаимодействия с должником ПАО ""МТС-Банк""",?,0.6410441703073291
313,Хочу оставить отзыв на посещение офиса банка в Воронеже,+,0.5072229354686697
314,"Оперативно помогли решить проблемыу, связанную с потерей телефона",+,0.8777827335843255
315,"Сегодня в чате банка меня битый час два подряд сотрудника пытались убедить в том, что текущей ночью изменены законы математики и 1531 это меньше, чем 853 и по этому банк отклоняет операцию на сумму 853 рубля с формулировкой ""недостаточно средств""...",−,0.9240658643185731
316,"Всех приветствую, сложилась у меня с банком Тинькофф весьма интересная ситуация",+,0.5054807789521665
317,16.07.2022г,−,0.4552262195471725
318,Сегодня 06.02.22 г решил пополнить свою смарт-карту Мособлгаза через банкомат Сбербанка №519163,?,0.5310556347843941
319,"По существу ситуации: при оформлении вклада в отделение ""Алтуфьевский""  (07.11.2020) сотрудник банка уговорил совместно с вкладом, для увеличения процентной ставки по вкладу, разделить денежные средства между накопительным вкладом и вкладом...",−,0.37569484751700527
320,11.05.2022 пошел пополнять счет для списания очередного платежа по кредиту,−,0.39117735508653195
321,"Здравствуйте! Невозможно скорректировать данные и как следствие, актуализировать профиль Проблеме - вторая неделя, а воз и ныне там, из списка обращений...",−,0.8633240016804685
322,"Банк очень нравился, многим рекомендовал, но 23.09.2021 примерно в 13 часов произошло очень неприятное событие - задвоение операции от 22.09.2021 01:50 на сумму 99499 руб (оплата в ELDORADO через сайт)",+,0.6404048356180834
323,Альфа-Банк стремительно сдувается по всем направлениям,+,0.5018710416995968
324,"Хочу оставить жалобу на сотрудника Втб ( фамилию которого мне так и не сказали), который без моего ведома и посещения банка заблокировал мне учетную запись 1 декабря в втб онлайн по собственному желанию! На горячей линии сказали что блокировка...",−,0.8851843882194564
325,"Подал заявление в декабре месяце на кредитную карту Максимум - в то время была акция, по которой обслуживание на весь срок обещали бесплатное, плюс начисление на положительный остаток от 10К",+,0.7099131230024277
326,В целом банк нормальный,+,0.7307076961882237
327,"Здравствуйте! Хочу поделиться своими впечатлениями по работе с банком ""Точка""",−,0.4732323974100442
328,"В апреле,до даты списания по кредиту обратился в контактный центр Альфа-Банка для смены даты ежемесячного платежа",−,0.3939544719898951
329,Являюсь клиентом данного банка с начала февраля,−,0.41675601081992536
330,"История с альфа-банком началась ещё два с половиной месяца назад, когда банк без каких-либо внятных причин ограничил доступ к личному кабинету",−,0.6367600109068894
331,"- Оплатила ЖКХ и обнаружила, что теперь через личный кабинет я не могу получить квитанцию с реквизитами оплаты",−,0.6007252738114374
332,У папы (71 год) пенсию перевели в ВТБ,+,0.3811380030571302
333,"Обратился в отделение Братиславское 28.09 сотрудники помогли с Интернет Банком, показали как можно удобно из дома вносить платёж по кредиту и досрочно его погашать",+,0.7990564782293432
334,Хочу поделиться своей историей об опыте общения со Сбербанком,−,0.3915717829196008
335,"Неделю назад в онлайн приложение банка жене стали сыпаться штрафы о нарушениях ПДД из Питера на другого человека, в общей сложности пришло за несколько дней на сумму 10000р",?,0.37945528068372064
336,Невозможно пополнить cчёт Альфы в долларах по номеру счёта через банкомат Альфы (иногда удавалось пополнить максимум на 100$),−,0.7040819628305438
337,Являюсь постоянным зарплатных клиентом банка,?,0.4913313673771659
338,"Месяц не могут продлить страхование по ипотеке!! 13.02.2022 оплачен договор страхования, квитанция об оплате была отправлена на почту 1233@vtb.ru 15.02.2022, но в личном кабинете информация так и не обновилась по сегодняшний день",−,0.7100618921739097
339,Пригласил друга в Тинькофф,+,0.6235688749973461
340,"С 24.06.2022 перестали работать переводы (СБП, по номеру телефона, по номеру карты и тд) исходящие и входящие",−,0.6292961487009391
341,"Обращался 100 раз с 2018 года, с просьбой отключить спам рассылка на электронный адрес",−,0.38613206481965745
342,"Добрый день, расскажу вам о своём опыте с этим банком, заказал у них карту кредитную , поставил лимит, пришла смс с одобрением  Уважаемая (ый) Даниил В.!! Ваша карта готова",?,0.5500211563301683
343,"Имею карту Tinkoff Black, наличные снимаю не каждый месяц, давным-давно установила в интернет-банке низкие лимиты на снятие наличных в месяц и в сутки",−,0.3891630388885881
344,"В августе мной была открыта дебетовая карта по реферальной ссылке (Программа лояльности ""Банк для друзей"") и выполнены условия для начисления вознаграждения",?,0.44712444142033114
345,С января 20го года держу срочный вклад в этом банке,?,0.5723099067158699
346,"Обратился на горячую линию 16.02.2022 в 9:07 по вопросу приобретения имущества на Portal DA, оператор говорила заученные фразы многократно их повторяя, на вопросы ответить не смогла, стала нервничать и хамить, затем просто положила трубку со...",−,0.79271719660894
347,"3 марта пришел снять Евро со счета в банке, сумма не большая 325 евро",−,0.6713356628388878
348,"Услугами банка пользовался около 4 лет и всегда все было хорошо, но в конце октября 2021 года решил оформить кредитную карту 100 дней без % так как на сайте и в приложении Альфа Банка было обещано, что 1 ый год обслуживания будет бесплатным для...",?,0.5765923160809363
349,Добрый день! Сегодня возникла необходимость зайти в личный кабинет мне и мужу,−,0.6211928469533943
350,"Узнав из интернета о программе кэшбэка ""Можно все"",  решила оформить себе карту",?,0.5779326862604123
351,Не первый год пользуюсь услугами банка,−,0.4787079524678986
352,"Здравствуйте, мной был открыт счёт и была оформлена дебетовая карта в банке ""Открытие"" 07.12.2017",?,0.533769987706963
353,"когда начнёте хоть что-то нормальное делать На горячей линии вообще не понятно , что за «сервис» работает .",−,0.9486088046677935
354,"Здравствуйте! ЭТО КОГДА? Через день, неделю, месяц, год?Когда?«Уважаемый Дмитрий Михайлович! В ответ на Вашу апелляцию сообщаем, что повышенное вознаграждение от партнера «МегаФон» будет зачислено на Ваш бонусный счет вближайшее время.»   До этого...",−,0.7467923827941424
355,"23.08.2022 в Мытищинском отделении оформила новую карту, чтобы на нее были переведены средства с другой, заблокированной",−,0.5726734657655934
356,Добрый день! Хочу оставить отзыв о банке и качестве обслуживания,+,0.5835783157550886
357,"На днях в мобильном приложении ""пропали"" мои карты",−,0.5654183352930149
358,У мужа был потребительский кредит,?,0.40449566398235315
359,"Совершалась операция в интернет банке - маме пенсионерке закрывали вклад (это даже не вывод средств - а закрытие вклада, для переоткрытия с другими условиями)",−,0.7629221499591698
360,Я совершила оплату ТСП с карты VISA Альфа Банка,−,0.4825394865023476
361,"Альфа-банк, привет! Хотел узнать, что надо такого, чтобы в чате за 2 часа я пообщался с 7 сотрудниками? Почему у операторов желание только слить клиента? Обратился в чат с просьбой закрыть счет и тут началось",−,0.9016622743572589
362,В течении определенного времени по постановлению ФССП у меня удерживали ДС,−,0.4384332484317609
363,"31.03.2022 мне как физическому лицу, с банка, который находится в Ирландии, был совершен перевод в долларах США",+,0.44702906774544177
364,"Банк ВТБ неоднократно игнорирует просьбы, заявления, претензии об исключении моего номера телефона из любых рекламных рассылок или звонков",−,0.8836810721727167
365,"Обращение в банк 12311301 Начну с того что это мой любимый банк и я постоянный клиент, всегда имею минимум два продукта открытых",−,0.42457684287790687
366,В конце прошлого года моё внимание привлекли многочисленные сообщения об акциях для новых клиентов Росбанка при оформлении карты МожноВСЁ,−,0.5754029603986228
367,"Здравствуйте! У меня изменился контактный номер, старым сейчас пользуется посторонний человек (которого я не знаю совершенно)",−,0.8829171511724899
368,Вот и пролетели 10 лет моего общения с банком,+,0.43991188450152297
369,"Здравствуйте,прошу разобраться в моей ситуации и решить данный инцидент,который случился из за халатности Сбербанка",−,0.8799560029251728
370,2 января 2022 г,?,0.4980917599470361
371,Принудительно перевели в Совкомбанк кредитную карту Восточного,−,0.41350663609668487
372,Оформил подписку сберпрайм 10.12.20 года,?,0.5037059247691628
373,"Посвящается Вот Так Банку, без которого подобные события были бы невозможны…    Disclaimer Все персонажи и события НЕ вымышленные Я знаю точно невозможное возможно… Д",?,0.46244334158208905
374,"Предлагают потребительский кредит , для него требуется Страхование жизни",−,0.461513571605982
375,30.08.22г,−,0.4552262195471725
376,"у меня премиальная карти ситибанка (priority), в пакет услуг по ней входит бесплатная страховка путешественников",−,0.3853520921951184
377,Не проходит перевод по СБП на номер телефона в Тинькофф банке,−,0.6754603480851308
378,"Долго не могли подключить мобильный бан даже в головном офисе, приезжала туда несколько раз, сидела по два часа",−,0.646334701950307
379,Доброго времени суток Сегодня 21.02.2022 в 12:50 по местному времени (г,−,0.49939734511276396
380,Я являюсь ИП главой КФХ,?,0.7302480839224035
381,Всем привет! Хочу поделиться своей историей,+,0.5428964575911176
382,"28-02-2022  года, я позвонил в Колл-центр банка с просьбой о выдаче  средств в валюте с моего валютного счета",−,0.6956587989637213
383,Считаю банк «Тинькофф» одним из лучших банков в России,+,0.5716362948906724
384,"НЕДОБРОСОВЕСТНЫЙ БАНК!  11.12.2021 решил в ТЦ РИГАМОЛЛ ( банкомат в магазине азбука вкуса маркет) через банкомат денег закинуть на карту,  достал пачку и сунул в банкомат, банкомат деньги сожрал, но выдал ошибку «превышен размер купюр, излишки...",−,0.7412237039820102
385,"Когда банк только запустил свои сервисы Pro и Premium в конце 2020 года, я решил попробовать премиальный сервис в деле",?,0.4769557865955184
386,Получили очень профессиональное и доброжелательное обслуживание у Евгения М-а,+,0.9143481380570171
387,Ранее пользовался услугами этого банка,−,0.4430128813215932
388,Подал заявку на кредитную карту 17.10,−,0.6172178524124002
389,"дорогие друзья, перестаньте уже а? сколько можно",−,0.620456539159645
390,"извиняюсь заранее за возможные грамматические ошибки в отзыве, пишу его быстро ..",?,0.48624584958770095
391,"Никогда не думала, что столкнусь с такой проблемой с крупнейшим Банком",−,0.8965877092246902
392,Обратился в банк для закрытия счетов и закрытия договоров (далее УДБО),−,0.37202767388063857
393,"Баланс бонусного счёта уже не обновляется более 2 недель, хотя в истории покупок вижу сколько будет начислено бонусов,в службе поддержки постоянно отвечают что ждать,типа ошибка в приложении) Создал заявку, ожидание до 3 рабочих дней, время...",−,0.8792781706266131
394,Оформляла вклад под проценты,−,0.4156176282832544
395,"Пишу от лица человека, который просто использует карту для оплаты покупок вживую и онлайн, для переводов и накопления некой суммы",−,0.4750845220730548
396,Прошу вернуть мои деньги,−,0.8772794108940475
397,"Пару дней назад я клал 4000 рублей на свою карту в банкомате отделения банка и тут произошла крайне неприятная ситуация, банкомат просто завис",−,0.8166947418778654
398,"Выражаю огромную благодарность банку, а именно офису в городе Киров на Привокзальной площади 1, за компетентное обслуживание, за вежливое отношение, за помощь",+,0.9619969004752824
399,У меня произошел страховой случай с Библио-Глобус Туроператором,?,0.5018953117406215
400,"Сегодня Обратилась в банк в отделение на К.Маркса,20",−,0.5715751884415583
401,"Здравствуйте, уже на протяжение двух недель невозможно перевести деньги в личном кабинете на сайте ВТБ онлайн",−,0.8611772039561448
402,"При обращении в чат относительно истекшей карты я попытался узнать будет ли она работать, так как банки автоматически продляли сроки действия истекших карт",−,0.5833351265088211
403,"Уважаемые из Газпромбанка, у вас там техподдержка есть, нет? Если на какие-то вопросы и можно закрыть глаза, типа, вселенского масштаба очереди в отделениях, недовольные лица консультантов во время диалога, то игнорирование вопросов в онлайн-чате…...",−,0.7565463793915432
404,"Добрый день, борюсь с ВТБ, банк не может закрыть счет",−,0.9301787486119218
405,"Добрый день! замечательный банк сделал акцию 10% за билеты на альфа путешествии, зарегистрировался и оплатил билеты через них, я уже не буду рассказывать что там нужен отдельный аккаунт и билеты потом в нем не показываются, вернемся к кешбеку...",−,0.6374119177708928
406,"05.03.2022г., оформил дебетовую карту от росбанка ""можно всё"" 10.03.2022 получил карту в отделении банка, оператор сообщил что проводится акция ""банк для друзей"", через пару дней поделился ссылкой на карту с другом, друг оформил карту...",?,0.5339727998965886
407,Являлся клиентом банка более 3 лет,−,0.45642665727000314
408,"Пришёл 16.11.21 где-то около 17:00 в отделение в городе Санкт-Петербург по адресу Гражданский проспект 36 забрать дебетовую карту Generation, о которой указано, что она бесплатная",?,0.5422289903815394
409,Недавно стала клиентом банка,+,0.379631610582574
410,"Сегодня, 24 ноября, решил поехать в отделение, чтобы открыть вклад на крупную сумму",?,0.7348287158750559
411,"в категории ""услуги"" даже нет такого раздела....суть проблемы: в 2021 году в офисе банка подключили услуги ""сберпрайм"" попровать, так сказать",−,0.8454393986043467
412,"Почтабанк! Требую удалить свой номер телефона из вашей базы данных взыскания долгов! Когда-то видимо человек указал мой номер, теперь не платит чего-то вам, и звонят по вашей любимой схеме возврата долга: обзвонить всех, авось другие люди, видимо...",−,0.891644347087347
413,"При оплате услуг картой стороннего банка *2026 в приложении и на сайте появляется сообщение ""Операция отклонена системой безопасности",?,0.46526221518675753
414,Я являюсь клиентом Абсолют банка уже много лет как физлицо и как ИП,?,0.44848464191708565
415,"Увидела акцию на banki.ru от Росбанка ""150 лет надежности"" с повышенной ставкой по вкладу",?,0.40032748859354417
416,"Стал оплачивать коммунальные услуги через интернет бак ВТБ,а когда в июле пришла платежка за газ без учета платежей за последние 2-а месяца, после общения с представителями СоГаз из с.Чалтырь потребовались чеки об оплате",+,0.49251793213278705
417,"Когда мы подавали документы на визу в визовом центре в Москве, мне нужно было срочно сделать страховку для путешествий для нашей дочки",?,0.6977550277717723
418,Добрый день хочу оставить отзыв о вашем  « замечательном банке» что на этот раз опять у вас происходит самый отвратительный банк за время его пользования не одной положительной ситуации от вашего банка и от вашего мобильного приложения,−,0.7803128815514953
419,г,?,0.4121512234597402
420,"С лета прошлого года оплачивал коммунальные услуги с сайта Тинькофф банк картой  банка ""Русский Стандарт""  без комиссии со стороны ТБ",+,0.5137764855063724
421,14  февраля 2022  года  решил закрыть счет в ВТБ,−,0.5686008658251671
422,"В данном банке я оформила кредит, сумма, срок и ставка меня устраивает, хорошие условия в нынешнее сложное время",+,0.7110556219636467
423,Я являюсь постоянным клиентом Тинькофф банка,?,0.48004088377011367
424,"Являясь клиентом статуса ""Плюс"" Нахожусь в командировке в Мексике, 28 января 2022г попытался снять в банкомате местного банка Santander 9000 песо по карте Visa Signature банка ""Открытие"" В выдаче было отказано, на дисплее терминала...",?,0.44688974196062775
425,"В течение месяца звонит представитель Сбербанка с разных номеров (в черном списке уже 20 номеров), спрашивает незнакомого человека",−,0.49553310035012715
426,Банкомат «Тинькофф» выключился при внесении наличных средств,−,0.6567852007365172
427,"Стал клиентом банка в 2008г  с открытием  валютного счета в доллар, в 2011 был закрыт валютный счёт",−,0.39208839587974226
428,"Итак, 24.11.2021 мною была совершена сделка по покупке квартиры",−,0.38127837739872167
429,"Всем здравствуйте!  Недавно обратилась в банк Хоум Кредит за помощью, так как каждый месяц у меня сдвигается график платежей",−,0.488482317718715
430,Всем здравствуйте! Мой работодатель имеет зарплатный проект в Россельхозбанке и соответственно у меня имеется зарплатная карта этого банка,−,0.4317611783671547
